Age,Education,Edu_num,Occupation,Race,Gender,Hours_per_week,Country,Income
42, Bachelors,13, Exec-managerial, White, Female,40, United-States, <=50K
32, Assoc-acdm,12, Protective-serv, White, Male,40, United-States, <=50K
20, HS-grad,9, Sales, White, Male,45, United-States, <=50K
62, Bachelors,13, Adm-clerical, White, Male,38, United-States, <=50K
31, Some-college,10, Adm-clerical, White, Male,40, United-States, <=50K
31, HS-grad,9, Craft-repair, White, Male,60, United-States, <=50K
24, HS-grad,9, Adm-clerical, White, Male,40, United-States, <=50K
62, 7th-8th,4, Other-service, Black, Female,35, United-States, <=50K
43, Some-college,10, Craft-repair, White, Male,40, United-States, >50K
21, Some-college,10, Transport-moving, White, Male,50, United-States, <=50K
30, HS-grad,9, Exec-managerial, White, Male,40, United-States, <=50K
22, HS-grad,9, ?, Black, Female,40, United-States, <=50K
18, 10th,6, Handlers-cleaners, White, Male,40, United-States, <=50K
59, Masters,14, Prof-specialty, White, Female,40, United-States, <=50K
24, 7th-8th,4, Transport-moving, White, Male,40, United-States, >50K
49, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
19, 11th,7, Other-service, White, Male,30, United-States, <=50K
48, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, >50K
32, Prof-school,15, Sales, White, Male,60, United-States, >50K
33, 10th,6, Machine-op-inspct, White, Female,45, United-States, <=50K
23, Bachelors,13, Sales, Black, Male,15, United-States, <=50K
33, Prof-school,15, Prof-specialty, White, Female,65, United-States, >50K
50, Some-college,10, Exec-managerial, White, Male,40, United-States, >50K
30, Bachelors,13, Exec-managerial, White, Male,43, United-States, <=50K
32, Assoc-acdm,12, Prof-specialty, White, Male,42, United-States, <=50K
39, Some-college,10, Sales, White, Male,65, United-States, <=50K
21, Some-college,10, Sales, White, Female,20, United-States, <=50K
23, Bachelors,13, Prof-specialty, White, Female,21, United-States, <=50K
32, Bachelors,13, Exec-managerial, White, Female,40, United-States, <=50K
57, HS-grad,9, Handlers-cleaners, White, Male,40, United-States, <=50K
22, Some-college,10, Prof-specialty, White, Male,10, United-States, <=50K
70, HS-grad,9, Adm-clerical, White, Female,5, United-States, <=50K
34, Some-college,10, Tech-support, White, Male,84, United-States, >50K
53, Masters,14, Sales, White, Female,40, United-States, <=50K
21, Some-college,10, Sales, White, Male,45, United-States, <=50K
37, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
60, HS-grad,9, Craft-repair, White, Male,50, United-States, >50K
23, 11th,7, Craft-repair, Asian-Pac-Islander, Male,40, Vietnam, >50K
32, 10th,6, Transport-moving, White, Male,80, United-States, >50K
57, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
65, HS-grad,9, ?, White, Male,40, United-States, <=50K
25, Some-college,10, Adm-clerical, White, Male,30, United-States, <=50K
30, HS-grad,9, Craft-repair, White, Male,46, United-States, <=50K
31, HS-grad,9, Adm-clerical, White, Female,40, Germany, <=50K
19, Some-college,10, Other-service, White, Male,35, United-States, <=50K
23, Bachelors,13, Tech-support, White, Male,38, United-States, <=50K
44, HS-grad,9, Sales, White, Male,40, United-States, <=50K
43, Some-college,10, ?, White, Male,45, United-States, >50K
42, Some-college,10, Machine-op-inspct, Black, Female,40, United-States, <=50K
34, 11th,7, Machine-op-inspct, White, Male,40, United-States, <=50K
32, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
25, Assoc-voc,11, Tech-support, Black, Female,40, United-States, <=50K
21, Some-college,10, Exec-managerial, White, Female,40, United-States, <=50K
31, HS-grad,9, Priv-house-serv, Black, Female,60, Jamaica, <=50K
36, Assoc-voc,11, Prof-specialty, White, Female,40, United-States, <=50K
49, Some-college,10, Craft-repair, White, Male,65, Poland, <=50K
44, Bachelors,13, Adm-clerical, White, Female,32, United-States, <=50K
42, Assoc-voc,11, Sales, White, Male,40, United-States, >50K
30, HS-grad,9, Protective-serv, White, Male,99, United-States, <=50K
33, 10th,6, Machine-op-inspct, White, Male,40, United-States, <=50K
36, Bachelors,13, Other-service, Black, Male,45, United-States, >50K
17, 10th,6, Other-service, White, Male,30, United-States, <=50K
20, Some-college,10, Sales, White, Male,25, United-States, <=50K
32, HS-grad,9, Craft-repair, White, Male,50, United-States, <=50K
33, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
37, Some-college,10, Exec-managerial, White, Female,60, United-States, <=50K
60, 10th,6, Farming-fishing, White, Male,48, United-States, <=50K
35, Some-college,10, Adm-clerical, White, Female,15, United-States, <=50K
43, Bachelors,13, Adm-clerical, White, Female,40, United-States, <=50K
46, Some-college,10, Tech-support, White, Male,40, United-States, >50K
29, HS-grad,9, Transport-moving, White, Male,40, United-States, >50K
36, Bachelors,13, Sales, White, Male,42, United-States, >50K
27, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
50, Some-college,10, Exec-managerial, White, Male,84, United-States, >50K
22, Some-college,10, Adm-clerical, Amer-Indian-Eskimo, Female,44, United-States, <=50K
33, Masters,14, Prof-specialty, White, Male,60, United-States, <=50K
61, 10th,6, Sales, White, Female,40, United-States, <=50K
28, Assoc-voc,11, ?, White, Female,40, United-States, <=50K
41, Assoc-voc,11, Farming-fishing, White, Male,70, United-States, >50K
22, Some-college,10, Transport-moving, White, Male,40, United-States, <=50K
27, Bachelors,13, Prof-specialty, White, Female,40, United-States, <=50K
25, HS-grad,9, Transport-moving, White, Male,40, United-States, <=50K
32, HS-grad,9, Machine-op-inspct, Black, Female,20, United-States, <=50K
28, Masters,14, Prof-specialty, White, Male,50, United-States, <=50K
25, Bachelors,13, Craft-repair, White, Male,35, United-States, <=50K
28, Some-college,10, Craft-repair, White, Male,40, United-States, <=50K
37, Bachelors,13, Prof-specialty, White, Female,30, United-States, >50K
58, HS-grad,9, Adm-clerical, White, Female,37, United-States, <=50K
39, HS-grad,9, Handlers-cleaners, White, Male,40, United-States, <=50K
33, Some-college,10, Other-service, White, Female,40, United-States, <=50K
59, 10th,6, Craft-repair, White, Male,40, United-States, >50K
58, Bachelors,13, Craft-repair, White, Female,20, United-States, <=50K
38, Assoc-voc,11, Prof-specialty, Asian-Pac-Islander, Male,36, Philippines, >50K
34, Some-college,10, Craft-repair, White, Male,40, United-States, <=50K
31, Some-college,10, Craft-repair, Black, Male,40, United-States, <=50K
48, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
65, HS-grad,9, ?, White, Male,40, United-States, <=50K
45, HS-grad,9, Handlers-cleaners, White, Male,50, United-States, <=50K
80, Prof-school,15, ?, White, Male,10, United-States, >50K
23, HS-grad,9, Other-service, White, Female,40, United-States, <=50K
33, Masters,14, Prof-specialty, White, Male,37, United-States, >50K
38, Some-college,10, Farming-fishing, White, Male,40, United-States, <=50K
44, Masters,14, Farming-fishing, White, Male,40, United-States, >50K
48, Masters,14, Exec-managerial, Black, Female,40, United-States, >50K
40, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
19, HS-grad,9, Craft-repair, Black, Female,40, United-States, <=50K
45, Bachelors,13, Exec-managerial, White, Female,40, United-States, <=50K
34, Some-college,10, Prof-specialty, White, Female,40, United-States, <=50K
70, Some-college,10, Other-service, White, Male,80, United-States, <=50K
32, Masters,14, Prof-specialty, White, Male,60, United-States, <=50K
33, Assoc-voc,11, Other-service, White, Female,40, United-States, <=50K
24, Bachelors,13, Exec-managerial, White, Female,40, United-States, <=50K
30, Bachelors,13, Prof-specialty, White, Female,15, United-States, <=50K
22, Some-college,10, Sales, Black, Male,25, United-States, <=50K
52, Prof-school,15, Prof-specialty, Other, Male,65, United-States, >50K
67, 10th,6, Farming-fishing, White, Male,80, United-States, <=50K
40, HS-grad,9, Exec-managerial, White, Male,45, United-States, <=50K
55, Assoc-voc,11, Prof-specialty, White, Female,20, United-States, <=50K
29, HS-grad,9, Exec-managerial, White, Female,40, United-States, <=50K
62, HS-grad,9, Sales, White, Male,16, United-States, <=50K
22, HS-grad,9, Machine-op-inspct, White, Female,40, United-States, <=50K
64, 9th,5, Craft-repair, White, Male,40, United-States, <=50K
29, Bachelors,13, Exec-managerial, White, Male,50, United-States, <=50K
28, Some-college,10, Exec-managerial, White, Male,40, United-States, <=50K
25, HS-grad,9, Exec-managerial, White, Male,40, United-States, <=50K
47, Doctorate,16, Prof-specialty, White, Male,50, United-States, >50K
26, Bachelors,13, Transport-moving, White, Male,40, United-States, >50K
18, 12th,8, Other-service, White, Male,27, United-States, <=50K
52, 10th,6, Sales, White, Male,45, United-States, <=50K
48, Bachelors,13, Prof-specialty, White, Female,50, United-States, >50K
36, HS-grad,9, Machine-op-inspct, Black, Male,40, Haiti, <=50K
23, Assoc-voc,11, Adm-clerical, White, Female,30, United-States, <=50K
41, HS-grad,9, Transport-moving, White, Male,40, United-States, <=50K
56, HS-grad,9, Transport-moving, White, Male,38, United-States, >50K
53, HS-grad,9, Prof-specialty, White, Male,40, United-States, <=50K
26, Some-college,10, Exec-managerial, White, Female,40, United-States, <=50K
22, Some-college,10, Other-service, White, Male,40, United-States, <=50K
25, Masters,14, Prof-specialty, White, Female,31, United-States, <=50K
31, Some-college,10, Other-service, Other, Male,40, Puerto-Rico, <=50K
36, Assoc-acdm,12, Machine-op-inspct, White, Male,40, United-States, <=50K
46, Some-college,10, Machine-op-inspct, White, Male,40, United-States, <=50K
46, Assoc-acdm,12, Adm-clerical, White, Male,38, United-States, >50K
32, Some-college,10, Other-service, White, Female,36, Puerto-Rico, <=50K
43, HS-grad,9, Farming-fishing, White, Male,60, United-States, <=50K
30, Bachelors,13, Exec-managerial, White, Male,50, United-States, >50K
41, Bachelors,13, Sales, White, Male,45, United-States, >50K
50, Masters,14, Exec-managerial, White, Male,60, United-States, >50K
37, Masters,14, Exec-managerial, White, Male,38, United-States, <=50K
22, HS-grad,9, Handlers-cleaners, White, Male,50, United-States, <=50K
51, HS-grad,9, Transport-moving, White, Male,80, United-States, <=50K
47, Some-college,10, Exec-managerial, Black, Female,40, United-States, >50K
40, HS-grad,9, Adm-clerical, White, Male,40, United-States, <=50K
46, Some-college,10, Machine-op-inspct, White, Male,40, United-States, <=50K
23, Some-college,10, ?, White, Female,20, United-States, <=50K
30, Some-college,10, Tech-support, White, Female,40, United-States, <=50K
27, HS-grad,9, Sales, White, Male,65, United-States, >50K
31, Some-college,10, Adm-clerical, White, Female,35, United-States, <=50K
31, 1st-4th,2, Handlers-cleaners, White, Male,40, Mexico, <=50K
30, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
50, Bachelors,13, Prof-specialty, White, Male,40, United-States, >50K
27, Bachelors,13, Prof-specialty, White, Female,50, United-States, <=50K
22, Some-college,10, ?, White, Female,16, United-States, <=50K
29, HS-grad,9, Machine-op-inspct, White, Male,50, United-States, >50K
28, HS-grad,9, Transport-moving, White, Male,60, United-States, <=50K
54, Bachelors,13, Exec-managerial, Black, Female,45, United-States, >50K
47, Assoc-voc,11, Tech-support, White, Male,48, United-States, >50K
34, HS-grad,9, Machine-op-inspct, White, Female,40, United-States, <=50K
26, Some-college,10, Handlers-cleaners, White, Male,40, United-States, <=50K
53, 7th-8th,4, ?, White, Male,35, United-States, <=50K
23, Some-college,10, Protective-serv, White, Male,60, United-States, <=50K
42, Masters,14, Prof-specialty, White, Male,40, United-States, <=50K
36, HS-grad,9, Exec-managerial, White, Male,50, United-States, <=50K
52, Bachelors,13, Protective-serv, White, Male,45, United-States, >50K
22, Some-college,10, ?, White, Female,40, United-States, <=50K
27, Masters,14, Prof-specialty, White, Female,40, United-States, <=50K
42, HS-grad,9, Other-service, White, Female,40, United-States, <=50K
39, HS-grad,9, Other-service, Black, Female,40, United-States, <=50K
49, HS-grad,9, Prof-specialty, White, Male,40, United-States, >50K
36, HS-grad,9, Sales, White, Male,40, United-States, >50K
20, Preschool,1, Other-service, White, Male,32, United-States, <=50K
55, HS-grad,9, Exec-managerial, White, Male,60, United-States, <=50K
47, 9th,5, Machine-op-inspct, White, Male,40, United-States, <=50K
33, Masters,14, Prof-specialty, White, Male,33, United-States, >50K
36, Some-college,10, Sales, White, Male,40, United-States, <=50K
39, Doctorate,16, Prof-specialty, White, Female,80, United-States, <=50K
55, Bachelors,13, Exec-managerial, White, Male,48, United-States, >50K
21, Assoc-acdm,12, ?, White, Male,15, United-States, <=50K
48, Assoc-acdm,12, Transport-moving, White, Male,45, United-States, <=50K
30, Assoc-voc,11, Handlers-cleaners, White, Male,45, United-States, <=50K
24, HS-grad,9, Craft-repair, White, Male,50, United-States, <=50K
57, HS-grad,9, Craft-repair, White, Female,38, United-States, <=50K
20, Some-college,10, Farming-fishing, White, Male,60, United-States, <=50K
18, Some-college,10, ?, White, Female,20, United-States, <=50K
56, HS-grad,9, Prof-specialty, White, Female,40, United-States, <=50K
36, HS-grad,9, Adm-clerical, White, Female,40, United-States, >50K
44, 10th,6, Machine-op-inspct, White, Male,40, United-States, >50K
57, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
57, HS-grad,9, Craft-repair, Black, Male,52, United-States, <=50K
33, HS-grad,9, Tech-support, White, Male,40, United-States, <=50K
61, 7th-8th,4, ?, White, Male,40, United-States, >50K
39, Bachelors,13, Transport-moving, White, Male,99, United-States, >50K
28, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
31, Some-college,10, Other-service, White, Male,16, United-States, <=50K
60, Assoc-acdm,12, Other-service, White, Female,40, United-States, <=50K
36, Assoc-voc,11, Protective-serv, White, Male,40, United-States, >50K
58, HS-grad,9, Sales, White, Female,35, United-States, >50K
50, Some-college,10, Handlers-cleaners, White, Male,38, United-States, <=50K
23, Bachelors,13, Exec-managerial, White, Female,12, United-States, <=50K
30, HS-grad,9, Other-service, White, Male,40, United-States, <=50K
20, 11th,7, ?, White, Male,40, United-States, <=50K
90, Prof-school,15, Prof-specialty, White, Male,72, United-States, >50K
49, Bachelors,13, Prof-specialty, White, Female,50, United-States, <=50K
47, Bachelors,13, Prof-specialty, White, Male,40, United-States, <=50K
34, Doctorate,16, Prof-specialty, White, Male,40, Taiwan, >50K
37, HS-grad,9, Tech-support, White, Female,40, United-States, <=50K
25, 10th,6, Protective-serv, Black, Female,50, United-States, <=50K
37, Assoc-acdm,12, Adm-clerical, White, Female,40, United-States, <=50K
47, HS-grad,9, Adm-clerical, White, Male,40, Mexico, <=50K
34, HS-grad,9, Exec-managerial, White, Male,60, United-States, >50K
34, Some-college,10, Other-service, White, Male,40, United-States, <=50K
35, HS-grad,9, Exec-managerial, White, Male,50, United-States, >50K
39, Some-college,10, Machine-op-inspct, White, Male,40, United-States, <=50K
32, 7th-8th,4, Handlers-cleaners, White, Male,19, United-States, <=50K
24, HS-grad,9, Other-service, White, Female,30, United-States, <=50K
28, Prof-school,15, Prof-specialty, White, Male,60, United-States, <=50K
41, 7th-8th,4, Craft-repair, White, Male,40, United-States, <=50K
69, HS-grad,9, ?, White, Female,9, United-States, <=50K
32, HS-grad,9, Protective-serv, White, Male,90, United-States, <=50K
58, HS-grad,9, Sales, White, Female,40, United-States, >50K
47, HS-grad,9, Sales, White, Male,75, United-States, >50K
41, Bachelors,13, Exec-managerial, White, Male,50, United-States, >50K
35, HS-grad,9, Exec-managerial, White, Male,50, United-States, >50K
24, Some-college,10, Other-service, White, Male,20, Canada, <=50K
46, HS-grad,9, Sales, Black, Male,60, United-States, >50K
69, Bachelors,13, Exec-managerial, White, Male,45, United-States, >50K
22, Bachelors,13, Exec-managerial, White, Female,40, United-States, <=50K
36, Masters,14, Prof-specialty, White, Female,40, United-States, <=50K
31, Bachelors,13, Sales, White, Male,40, United-States, >50K
23, Bachelors,13, Prof-specialty, Amer-Indian-Eskimo, Male,30, United-States, <=50K
35, Some-college,10, Prof-specialty, Black, Female,40, United-States, <=50K
37, Bachelors,13, Protective-serv, White, Male,40, United-States, >50K
35, Bachelors,13, Prof-specialty, White, Female,40, United-States, <=50K
18, 11th,7, Transport-moving, White, Male,16, United-States, <=50K
43, 9th,5, Handlers-cleaners, White, Female,40, United-States, <=50K
53, HS-grad,9, Protective-serv, White, Male,40, United-States, <=50K
54, Some-college,10, Protective-serv, White, Male,52, United-States, <=50K
29, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
46, Assoc-acdm,12, Adm-clerical, White, Female,47, Cuba, <=50K
24, Some-college,10, Handlers-cleaners, Asian-Pac-Islander, Male,30, United-States, <=50K
30, Some-college,10, Other-service, Asian-Pac-Islander, Female,40, United-States, <=50K
23, Some-college,10, Priv-house-serv, White, Female,6, United-States, <=50K
27, Bachelors,13, ?, Other, Female,6, Mexico, <=50K
36, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
38, Bachelors,13, Craft-repair, White, Male,35, United-States, <=50K
33, Masters,14, Tech-support, White, Male,15, United-States, <=50K
66, Some-college,10, Protective-serv, White, Male,40, Canada, <=50K
45, HS-grad,9, Exec-managerial, White, Male,40, United-States, <=50K
68, HS-grad,9, ?, White, Female,12, United-States, <=50K
37, HS-grad,9, Sales, White, Male,60, United-States, >50K
17, 10th,6, Other-service, White, Female,10, United-States, <=50K
31, HS-grad,9, Adm-clerical, Amer-Indian-Eskimo, Male,40, United-States, >50K
46, Bachelors,13, Exec-managerial, White, Male,55, United-States, >50K
40, Bachelors,13, Prof-specialty, White, Male,40, United-States, <=50K
34, Some-college,10, Handlers-cleaners, White, Male,40, United-States, <=50K
56, 10th,6, Craft-repair, White, Male,45, United-States, <=50K
42, Some-college,10, Adm-clerical, Black, Female,41, United-States, <=50K
46, Masters,14, Exec-managerial, White, Male,55, United-States, >50K
30, HS-grad,9, Craft-repair, White, Male,50, United-States, <=50K
33, Bachelors,13, Craft-repair, White, Male,40, United-States, >50K
47, HS-grad,9, Machine-op-inspct, White, Female,40, United-States, <=50K
57, Assoc-acdm,12, Farming-fishing, Amer-Indian-Eskimo, Male,40, United-States, <=50K
34, 11th,7, Craft-repair, White, Male,40, United-States, <=50K
40, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
33, HS-grad,9, Sales, White, Male,40, United-States, >50K
22, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
29, 12th,8, Other-service, Black, Female,35, ?, <=50K
53, HS-grad,9, Adm-clerical, White, Female,35, United-States, >50K
36, HS-grad,9, Adm-clerical, Asian-Pac-Islander, Female,40, Philippines, <=50K
45, HS-grad,9, Craft-repair, Asian-Pac-Islander, Male,40, United-States, >50K
36, Some-college,10, Sales, White, Female,40, United-States, <=50K
18, HS-grad,9, Farming-fishing, White, Male,11, United-States, <=50K
27, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
30, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
34, Bachelors,13, Prof-specialty, White, Male,40, United-States, >50K
36, Bachelors,13, Sales, White, Male,40, United-States, >50K
36, 7th-8th,4, Farming-fishing, White, Male,75, United-States, <=50K
48, Masters,14, Exec-managerial, White, Male,40, United-States, <=50K
41, Prof-school,15, Prof-specialty, White, Male,60, United-States, >50K
21, 5th-6th,3, Priv-house-serv, White, Female,40, Mexico, <=50K
47, Masters,14, Prof-specialty, White, Male,38, United-States, >50K
41, 1st-4th,2, Farming-fishing, White, Male,40, Mexico, <=50K
61, 1st-4th,2, Craft-repair, White, Male,20, United-States, <=50K
64, 7th-8th,4, Craft-repair, White, Male,40, United-States, <=50K
35, Some-college,10, Adm-clerical, Black, Male,40, United-States, <=50K
44, HS-grad,9, Transport-moving, White, Male,50, United-States, <=50K
20, Some-college,10, Sales, White, Female,20, United-States, <=50K
23, Some-college,10, Adm-clerical, White, Female,70, United-States, <=50K
52, 10th,6, Other-service, White, Female,35, United-States, <=50K
43, Masters,14, Exec-managerial, White, Female,25, United-States, <=50K
32, Bachelors,13, Handlers-cleaners, Asian-Pac-Islander, Male,40, United-States, <=50K
63, Bachelors,13, Craft-repair, Asian-Pac-Islander, Male,40, South, <=50K
29, Some-college,10, Other-service, White, Female,41, United-States, >50K
42, Some-college,10, Exec-managerial, Asian-Pac-Islander, Male,60, Taiwan, <=50K
65, 10th,6, Handlers-cleaners, White, Female,28, United-States, <=50K
24, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
42, Some-college,10, Other-service, White, Female,40, United-States, <=50K
35, HS-grad,9, Transport-moving, Black, Male,40, United-States, <=50K
40, Bachelors,13, Sales, White, Male,40, ?, >50K
38, Some-college,10, Adm-clerical, White, Female,40, United-States, <=50K
26, HS-grad,9, Adm-clerical, White, Female,50, United-States, <=50K
46, HS-grad,9, Farming-fishing, White, Male,50, United-States, <=50K
39, Some-college,10, Adm-clerical, White, Female,20, United-States, <=50K
29, Bachelors,13, ?, White, Male,50, United-States, <=50K
42, Doctorate,16, Prof-specialty, White, Male,36, United-States, >50K
36, Bachelors,13, Prof-specialty, White, Male,45, United-States, >50K
26, Some-college,10, Handlers-cleaners, White, Male,45, United-States, <=50K
57, Bachelors,13, Sales, White, Male,40, United-States, >50K
55, HS-grad,9, Handlers-cleaners, Black, Male,40, United-States, <=50K
35, Some-college,10, Sales, White, Male,55, United-States, >50K
41, HS-grad,9, Adm-clerical, Black, Female,40, ?, <=50K
24, Some-college,10, Other-service, White, Female,30, United-States, <=50K
47, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
34, Some-college,10, Sales, White, Male,60, United-States, >50K
44, Bachelors,13, Exec-managerial, Black, Male,35, United-States, >50K
18, HS-grad,9, ?, White, Female,20, United-States, <=50K
27, Bachelors,13, Adm-clerical, White, Male,35, United-States, <=50K
36, Bachelors,13, Adm-clerical, White, Female,50, United-States, <=50K
21, Bachelors,13, Sales, White, Male,30, United-States, <=50K
29, HS-grad,9, Transport-moving, Other, Male,55, United-States, <=50K
25, HS-grad,9, Handlers-cleaners, White, Male,40, United-States, <=50K
73, HS-grad,9, Farming-fishing, White, Male,50, United-States, <=50K
45, Assoc-voc,11, Machine-op-inspct, White, Male,40, United-States, >50K
28, Bachelors,13, Exec-managerial, White, Female,50, United-States, >50K
43, Bachelors,13, Exec-managerial, White, Male,50, United-States, <=50K
47, HS-grad,9, Craft-repair, White, Male,42, United-States, <=50K
20, Some-college,10, Adm-clerical, White, Female,15, United-States, <=50K
22, Some-college,10, Transport-moving, White, Male,20, United-States, <=50K
76, 7th-8th,4, Craft-repair, White, Male,10, United-States, <=50K
24, Some-college,10, Transport-moving, Black, Male,40, United-States, <=50K
54, Some-college,10, Sales, White, Male,50, United-States, <=50K
30, Some-college,10, Machine-op-inspct, White, Male,40, United-States, >50K
33, Some-college,10, Craft-repair, White, Male,58, United-States, <=50K
30, Some-college,10, Machine-op-inspct, White, Male,50, United-States, <=50K
40, Assoc-acdm,12, Exec-managerial, White, Male,50, United-States, >50K
27, Some-college,10, ?, White, Male,30, United-States, <=50K
49, Assoc-voc,11, Sales, White, Female,40, United-States, <=50K
30, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
22, HS-grad,9, Adm-clerical, Other, Female,40, United-States, <=50K
19, HS-grad,9, Handlers-cleaners, White, Male,58, United-States, <=50K
46, HS-grad,9, Protective-serv, White, Male,40, United-States, <=50K
51, HS-grad,9, Adm-clerical, White, Male,50, United-States, <=50K
56, 7th-8th,4, Machine-op-inspct, Other, Female,40, Dominican-Republic, <=50K
53, Some-college,10, Sales, White, Female,40, United-States, <=50K
60, Assoc-voc,11, ?, White, Female,40, United-States, <=50K
27, Bachelors,13, Prof-specialty, White, Female,40, United-States, <=50K
46, Some-college,10, Exec-managerial, White, Female,45, United-States, <=50K
37, HS-grad,9, Transport-moving, White, Male,40, United-States, >50K
41, Bachelors,13, Other-service, Asian-Pac-Islander, Male,30, Vietnam, <=50K
65, Assoc-voc,11, ?, White, Male,50, United-States, >50K
30, Some-college,10, Adm-clerical, White, Female,55, United-States, >50K
57, HS-grad,9, Farming-fishing, White, Male,72, United-States, <=50K
44, Some-college,10, Exec-managerial, White, Male,50, United-States, <=50K
32, HS-grad,9, Farming-fishing, White, Male,40, United-States, <=50K
27, HS-grad,9, Transport-moving, White, Male,40, United-States, <=50K
57, Some-college,10, Adm-clerical, White, Female,40, Mexico, <=50K
59, Bachelors,13, Farming-fishing, White, Male,30, United-States, <=50K
32, Prof-school,15, Prof-specialty, Asian-Pac-Islander, Female,50, United-States, >50K
90, HS-grad,9, ?, White, Female,40, United-States, <=50K
22, Bachelors,13, Exec-managerial, White, Female,30, United-States, <=50K
39, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
43, Assoc-voc,11, Exec-managerial, White, Male,48, United-States, >50K
38, Bachelors,13, Exec-managerial, Black, Male,50, United-States, >50K
61, 9th,5, Sales, White, Male,25, United-States, <=50K
24, Some-college,10, Sales, White, Male,43, United-States, <=50K
25, Some-college,10, Sales, White, Male,45, United-States, <=50K
44, Assoc-voc,11, Craft-repair, White, Male,40, United-States, <=50K
55, HS-grad,9, Adm-clerical, White, Female,40, United-States, >50K
90, Bachelors,13, Sales, White, Male,15, United-States, >50K
30, HS-grad,9, Adm-clerical, White, Female,35, United-States, <=50K
44, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
36, 10th,6, Craft-repair, Black, Male,40, United-States, <=50K
63, Some-college,10, Exec-managerial, White, Male,45, United-States, >50K
60, 5th-6th,3, Transport-moving, White, Male,40, United-States, <=50K
34, Prof-school,15, Prof-specialty, White, Female,60, United-States, >50K
49, 11th,7, Exec-managerial, White, Male,65, United-States, <=50K
47, Masters,14, Exec-managerial, White, Male,65, United-States, >50K
42, HS-grad,9, Sales, White, Male,43, United-States, >50K
53, 5th-6th,3, Craft-repair, White, Male,45, Italy, <=50K
23, Some-college,10, Tech-support, White, Female,40, United-States, <=50K
28, Assoc-voc,11, ?, White, Female,40, Mexico, <=50K
20, Some-college,10, Sales, Black, Male,35, United-States, <=50K
43, HS-grad,9, Handlers-cleaners, White, Male,40, United-States, <=50K
32, Prof-school,15, Prof-specialty, White, Male,60, United-States, >50K
43, Bachelors,13, Sales, White, Male,44, United-States, >50K
31, HS-grad,9, Transport-moving, White, Male,60, United-States, <=50K
29, HS-grad,9, ?, White, Female,40, United-States, <=50K
24, Some-college,10, Adm-clerical, Asian-Pac-Islander, Male,20, United-States, <=50K
39, Assoc-voc,11, Adm-clerical, Asian-Pac-Islander, Male,40, United-States, <=50K
29, Some-college,10, Craft-repair, Black, Male,40, Jamaica, >50K
20, 5th-6th,3, Handlers-cleaners, White, Male,25, Mexico, <=50K
23, Some-college,10, ?, White, Male,40, United-States, <=50K
42, 11th,7, Other-service, White, Female,38, United-States, <=50K
53, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
20, HS-grad,9, Handlers-cleaners, White, Male,48, United-States, <=50K
58, 1st-4th,2, Transport-moving, White, Male,18, United-States, <=50K
51, HS-grad,9, Sales, White, Male,40, United-States, <=50K
25, HS-grad,9, Handlers-cleaners, White, Male,48, United-States, <=50K
38, Assoc-acdm,12, Prof-specialty, White, Female,36, United-States, <=50K
41, Some-college,10, Craft-repair, White, Male,40, United-States, >50K
58, Bachelors,13, Machine-op-inspct, White, Male,40, United-States, >50K
25, 10th,6, Machine-op-inspct, White, Male,40, Dominican-Republic, <=50K
50, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
32, Bachelors,13, Exec-managerial, White, Male,45, United-States, >50K
31, Doctorate,16, Prof-specialty, White, Male,40, United-States, <=50K
22, Some-college,10, Other-service, White, Female,20, United-States, <=50K
37, HS-grad,9, Handlers-cleaners, White, Male,40, El-Salvador, <=50K
32, Some-college,10, Sales, White, Female,40, United-States, <=50K
46, Prof-school,15, Prof-specialty, White, Female,55, United-States, >50K
62, HS-grad,9, Transport-moving, White, Male,40, United-States, >50K
40, HS-grad,9, Other-service, Other, Male,40, ?, <=50K
56, Bachelors,13, Sales, Black, Male,45, United-States, >50K
